Puzzle ID,Initial State,Heuristic,Solved,Depth,Expanded Nodes,Max Fringe Size,Execution Time
4,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 0, 12, 9, 13, 14, 15]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
4,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 0, 12, 9, 13, 14, 15]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
4,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 0, 12, 9, 13, 14, 15]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
5,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Misplaced Tiles (h1),True,2,3,4,0.0
5,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Manhattan Distance (h2),True,2,3,4,0.0
5,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Euclidean Distance (h3),True,2,3,4,0.0
5,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Out of Row and Column (h4),True,2,3,4,0.0
6,"[1, 2, 3, 4, 5, 6, 7, 0, 13, 9, 10, 8, 14, 15, 12, 11]",Misplaced Tiles (h1),True,10,12,22,0.0
6,"[1, 2, 3, 4, 5, 6, 7, 0, 13, 9, 10, 8, 14, 15, 12, 11]",Manhattan Distance (h2),True,10,11,20,0.0009992122650146484
6,"[1, 2, 3, 4, 5, 6, 7, 0, 13, 9, 10, 8, 14, 15, 12, 11]",Euclidean Distance (h3),True,10,11,20,0.0
6,"[1, 2, 3, 4, 5, 6, 7, 0, 13, 9, 10, 8, 14, 15, 12, 11]",Out of Row and Column (h4),True,10,11,20,0.0
7,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",Misplaced Tiles (h1),False,0,1,0,0.0
7,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",Manhattan Distance (h2),False,0,1,0,0.0
7,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",Euclidean Distance (h3),False,0,1,0,0.0
7,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",Out of Row and Column (h4),False,0,1,0,0.0009970664978027344
8,"[1, 2, 3, 4, 5, 10, 6, 8, 9, 14, 0, 11, 13, 15, 7, 12]",Misplaced Tiles (h1),False,Unsolvable,N/A,N/A,N/A
8,"[1, 2, 3, 4, 5, 10, 6, 8, 9, 14, 0, 11, 13, 15, 7, 12]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
8,"[1, 2, 3, 4, 5, 10, 6, 8, 9, 14, 0, 11, 13, 15, 7, 12]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
8,"[1, 2, 3, 4, 5, 10, 6, 8, 9, 14, 0, 11, 13, 15, 7, 12]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",Misplaced Tiles (h1),False,Unsolvable,N/A,N/A,N/A
9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
10,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 11, 13, 14, 15, 12]",Misplaced Tiles (h1),False,Unsolvable,N/A,N/A,N/A
10,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 11, 13, 14, 15, 12]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
10,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 11, 13, 14, 15, 12]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
10,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 11, 13, 14, 15, 12]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
11,"[1, 6, 2, 3, 5, 0, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",Misplaced Tiles (h1),True,6,7,12,0.0
11,"[1, 6, 2, 3, 5, 0, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",Manhattan Distance (h2),True,6,7,12,0.0
11,"[1, 6, 2, 3, 5, 0, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",Euclidean Distance (h3),True,6,7,12,0.0
11,"[1, 6, 2, 3, 5, 0, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",Out of Row and Column (h4),True,6,7,12,0.0010004043579101562
12,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 12, 13, 14, 11, 15]",Misplaced Tiles (h1),False,Unsolvable,N/A,N/A,N/A
12,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 12, 13, 14, 11, 15]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
12,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 12, 13, 14, 11, 15]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
12,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 12, 13, 14, 11, 15]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
13,"[1, 2, 4, 8, 5, 6, 3, 12, 9, 10, 7, 15, 13, 14, 11, 0]",Misplaced Tiles (h1),True,8,9,16,0.0010018348693847656
13,"[1, 2, 4, 8, 5, 6, 3, 12, 9, 10, 7, 15, 13, 14, 11, 0]",Manhattan Distance (h2),True,8,9,16,0.0
13,"[1, 2, 4, 8, 5, 6, 3, 12, 9, 10, 7, 15, 13, 14, 11, 0]",Euclidean Distance (h3),True,8,9,16,0.0
13,"[1, 2, 4, 8, 5, 6, 3, 12, 9, 10, 7, 15, 13, 14, 11, 0]",Out of Row and Column (h4),True,8,9,16,0.0
14,"[1, 2, 3, 4, 5, 6, 8, 0, 9, 10, 7, 12, 13, 14, 11, 15]",Misplaced Tiles (h1),True,4,5,10,0.0
14,"[1, 2, 3, 4, 5, 6, 8, 0, 9, 10, 7, 12, 13, 14, 11, 15]",Manhattan Distance (h2),True,4,5,10,0.0
14,"[1, 2, 3, 4, 5, 6, 8, 0, 9, 10, 7, 12, 13, 14, 11, 15]",Euclidean Distance (h3),True,4,5,10,0.001016855239868164
14,"[1, 2, 3, 4, 5, 6, 8, 0, 9, 10, 7, 12, 13, 14, 11, 15]",Out of Row and Column (h4),True,4,5,10,0.0
15,"[1, 2, 3, 4, 5, 7, 11, 8, 9, 6, 0, 12, 13, 10, 14, 15]",Misplaced Tiles (h1),False,Unsolvable,N/A,N/A,N/A
15,"[1, 2, 3, 4, 5, 7, 11, 8, 9, 6, 0, 12, 13, 10, 14, 15]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
15,"[1, 2, 3, 4, 5, 7, 11, 8, 9, 6, 0, 12, 13, 10, 14, 15]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
15,"[1, 2, 3, 4, 5, 7, 11, 8, 9, 6, 0, 12, 13, 10, 14, 15]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
16,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Misplaced Tiles (h1),True,2,3,4,0.0
16,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Manhattan Distance (h2),True,2,3,4,0.0
16,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Euclidean Distance (h3),True,2,3,4,0.0
16,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Out of Row and Column (h4),True,2,3,4,0.0
17,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",Misplaced Tiles (h1),False,Unsolvable,N/A,N/A,N/A
17,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
17,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
17,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
18,"[1, 6, 2, 3, 5, 0, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",Misplaced Tiles (h1),True,6,7,12,0.0010013580322265625
18,"[1, 6, 2, 3, 5, 0, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",Manhattan Distance (h2),True,6,7,12,0.0
18,"[1, 6, 2, 3, 5, 0, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",Euclidean Distance (h3),True,6,7,12,0.0
18,"[1, 6, 2, 3, 5, 0, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",Out of Row and Column (h4),True,6,7,12,0.0
19,"[1, 2, 0, 4, 5, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",Misplaced Tiles (h1),False,Unsolvable,N/A,N/A,N/A
19,"[1, 2, 0, 4, 5, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
19,"[1, 2, 0, 4, 5, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
19,"[1, 2, 0, 4, 5, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
20,"[1, 2, 3, 4, 5, 10, 6, 8, 0, 9, 7, 12, 13, 14, 11, 15]",Misplaced Tiles (h1),False,Unsolvable,N/A,N/A,N/A
20,"[1, 2, 3, 4, 5, 10, 6, 8, 0, 9, 7, 12, 13, 14, 11, 15]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
20,"[1, 2, 3, 4, 5, 10, 6, 8, 0, 9, 7, 12, 13, 14, 11, 15]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
20,"[1, 2, 3, 4, 5, 10, 6, 8, 0, 9, 7, 12, 13, 14, 11, 15]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
21,"[2, 6, 3, 4, 1, 0, 7, 8, 5, 10, 11, 12, 9, 13, 14, 15]",Misplaced Tiles (h1),True,8,9,15,0.0
21,"[2, 6, 3, 4, 1, 0, 7, 8, 5, 10, 11, 12, 9, 13, 14, 15]",Manhattan Distance (h2),True,8,9,15,0.0
21,"[2, 6, 3, 4, 1, 0, 7, 8, 5, 10, 11, 12, 9, 13, 14, 15]",Euclidean Distance (h3),True,8,9,15,0.0010063648223876953
21,"[2, 6, 3, 4, 1, 0, 7, 8, 5, 10, 11, 12, 9, 13, 14, 15]",Out of Row and Column (h4),True,8,9,15,0.0
22,"[1, 2, 4, 7, 5, 6, 3, 0, 9, 10, 11, 8, 13, 14, 15, 12]",Misplaced Tiles (h1),True,6,9,15,0.0
22,"[1, 2, 4, 7, 5, 6, 3, 0, 9, 10, 11, 8, 13, 14, 15, 12]",Manhattan Distance (h2),True,6,7,12,0.0
22,"[1, 2, 4, 7, 5, 6, 3, 0, 9, 10, 11, 8, 13, 14, 15, 12]",Euclidean Distance (h3),True,6,9,15,0.000993967056274414
22,"[1, 2, 4, 7, 5, 6, 3, 0, 9, 10, 11, 8, 13, 14, 15, 12]",Out of Row and Column (h4),True,6,7,12,0.0
23,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",Misplaced Tiles (h1),False,Unsolvable,N/A,N/A,N/A
23,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
23,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
23,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
24,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 11, 13, 14, 15, 12]",Misplaced Tiles (h1),False,Unsolvable,N/A,N/A,N/A
24,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 11, 13, 14, 15, 12]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
24,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 11, 13, 14, 15, 12]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
24,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 11, 13, 14, 15, 12]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
25,"[1, 2, 3, 4, 5, 6, 8, 12, 9, 10, 11, 7, 13, 0, 14, 15]",Misplaced Tiles (h1),True,8,21,33,0.0010008811950683594
25,"[1, 2, 3, 4, 5, 6, 8, 12, 9, 10, 11, 7, 13, 0, 14, 15]",Manhattan Distance (h2),True,8,13,24,0.0
25,"[1, 2, 3, 4, 5, 6, 8, 12, 9, 10, 11, 7, 13, 0, 14, 15]",Euclidean Distance (h3),True,8,13,23,0.0010094642639160156
25,"[1, 2, 3, 4, 5, 6, 8, 12, 9, 10, 11, 7, 13, 0, 14, 15]",Out of Row and Column (h4),True,8,16,28,0.0
26,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",Misplaced Tiles (h1),True,4,5,9,0.0
26,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",Manhattan Distance (h2),True,4,5,9,0.0
26,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",Euclidean Distance (h3),True,4,5,9,0.0
26,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",Out of Row and Column (h4),True,4,5,9,0.0
27,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 11, 12, 13, 10, 14, 15]",Misplaced Tiles (h1),True,4,5,10,0.0
27,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 11, 12, 13, 10, 14, 15]",Manhattan Distance (h2),True,4,5,10,0.0
27,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 11, 12, 13, 10, 14, 15]",Euclidean Distance (h3),True,4,5,10,0.0
27,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 11, 12, 13, 10, 14, 15]",Out of Row and Column (h4),True,4,5,10,0.0
28,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Misplaced Tiles (h1),True,2,3,4,0.0
28,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Manhattan Distance (h2),True,2,3,4,0.0
28,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Euclidean Distance (h3),True,2,3,4,0.0
28,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Out of Row and Column (h4),True,2,3,4,0.0
29,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 14, 12, 0]",Misplaced Tiles (h1),True,4,6,10,0.0
29,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 14, 12, 0]",Manhattan Distance (h2),True,4,5,8,0.0
29,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 14, 12, 0]",Euclidean Distance (h3),True,4,5,8,0.0009987354278564453
29,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 14, 12, 0]",Out of Row and Column (h4),True,4,5,8,0.0
30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",Misplaced Tiles (h1),False,0,1,0,0.0
30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",Manhattan Distance (h2),False,0,1,0,0.0
30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",Euclidean Distance (h3),False,0,1,0,0.0
30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",Out of Row and Column (h4),False,0,1,0,0.0
31,"[2, 5, 3, 4, 1, 0, 7, 8, 9, 6, 10, 12, 13, 14, 11, 15]",Misplaced Tiles (h1),True,8,14,28,0.0
31,"[2, 5, 3, 4, 1, 0, 7, 8, 9, 6, 10, 12, 13, 14, 11, 15]",Manhattan Distance (h2),True,8,9,19,0.0
31,"[2, 5, 3, 4, 1, 0, 7, 8, 9, 6, 10, 12, 13, 14, 11, 15]",Euclidean Distance (h3),True,8,13,28,0.0012006759643554688
31,"[2, 5, 3, 4, 1, 0, 7, 8, 9, 6, 10, 12, 13, 14, 11, 15]",Out of Row and Column (h4),True,8,9,19,0.0
32,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",Misplaced Tiles (h1),False,Unsolvable,N/A,N/A,N/A
32,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
32,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
32,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
33,"[1, 2, 3, 4, 5, 6, 11, 0, 9, 10, 8, 7, 13, 14, 15, 12]",Misplaced Tiles (h1),True,6,9,17,0.0
33,"[1, 2, 3, 4, 5, 6, 11, 0, 9, 10, 8, 7, 13, 14, 15, 12]",Manhattan Distance (h2),True,6,8,15,0.0
33,"[1, 2, 3, 4, 5, 6, 11, 0, 9, 10, 8, 7, 13, 14, 15, 12]",Euclidean Distance (h3),True,6,8,15,0.0
33,"[1, 2, 3, 4, 5, 6, 11, 0, 9, 10, 8, 7, 13, 14, 15, 12]",Out of Row and Column (h4),True,6,8,15,0.0
34,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Misplaced Tiles (h1),True,2,3,4,0.0
34,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Manhattan Distance (h2),True,2,3,4,0.0
34,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Euclidean Distance (h3),True,2,3,4,0.0
34,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Out of Row and Column (h4),True,2,3,4,0.0010068416595458984
35,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Misplaced Tiles (h1),True,2,3,4,0.0
35,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Manhattan Distance (h2),True,2,3,4,0.0
35,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Euclidean Distance (h3),True,2,3,4,0.0
35,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",Out of Row and Column (h4),True,2,3,4,0.0
36,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 11, 13, 0, 15, 12]",Misplaced Tiles (h1),True,4,5,10,0.0
36,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 11, 13, 0, 15, 12]",Manhattan Distance (h2),True,4,5,10,0.0
36,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 11, 13, 0, 15, 12]",Euclidean Distance (h3),True,4,5,10,0.0
36,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 11, 13, 0, 15, 12]",Out of Row and Column (h4),True,4,5,10,0.0
37,"[1, 2, 3, 4, 5, 0, 7, 8, 13, 6, 15, 11, 10, 9, 14, 12]",Misplaced Tiles (h1),True,10,23,44,0.0010004043579101562
37,"[1, 2, 3, 4, 5, 0, 7, 8, 13, 6, 15, 11, 10, 9, 14, 12]",Manhattan Distance (h2),True,10,11,23,0.0
37,"[1, 2, 3, 4, 5, 0, 7, 8, 13, 6, 15, 11, 10, 9, 14, 12]",Euclidean Distance (h3),True,10,15,31,0.0
37,"[1, 2, 3, 4, 5, 0, 7, 8, 13, 6, 15, 11, 10, 9, 14, 12]",Out of Row and Column (h4),True,10,11,23,0.0
38,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",Misplaced Tiles (h1),True,2,3,4,0.0010018348693847656
38,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",Manhattan Distance (h2),True,2,3,4,0.0
38,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",Euclidean Distance (h3),True,2,3,4,0.0
38,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",Out of Row and Column (h4),True,2,3,4,0.0
39,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",Misplaced Tiles (h1),False,Unsolvable,N/A,N/A,N/A
39,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
39,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
39,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
40,"[1, 2, 3, 4, 5, 6, 7, 8, 13, 9, 10, 11, 14, 0, 15, 12]",Misplaced Tiles (h1),True,6,7,13,0.0
40,"[1, 2, 3, 4, 5, 6, 7, 8, 13, 9, 10, 11, 14, 0, 15, 12]",Manhattan Distance (h2),True,6,7,13,0.0
40,"[1, 2, 3, 4, 5, 6, 7, 8, 13, 9, 10, 11, 14, 0, 15, 12]",Euclidean Distance (h3),True,6,7,13,0.0
40,"[1, 2, 3, 4, 5, 6, 7, 8, 13, 9, 10, 11, 14, 0, 15, 12]",Out of Row and Column (h4),True,6,7,13,0.0
41,"[0, 2, 3, 4, 1, 6, 7, 8, 5, 10, 11, 12, 9, 13, 14, 15]",Misplaced Tiles (h1),False,Unsolvable,N/A,N/A,N/A
41,"[0, 2, 3, 4, 1, 6, 7, 8, 5, 10, 11, 12, 9, 13, 14, 15]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
41,"[0, 2, 3, 4, 1, 6, 7, 8, 5, 10, 11, 12, 9, 13, 14, 15]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
41,"[0, 2, 3, 4, 1, 6, 7, 8, 5, 10, 11, 12, 9, 13, 14, 15]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
42,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",Misplaced Tiles (h1),False,Unsolvable,N/A,N/A,N/A
42,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",Manhattan Distance (h2),False,Unsolvable,N/A,N/A,N/A
42,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",Euclidean Distance (h3),False,Unsolvable,N/A,N/A,N/A
42,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",Out of Row and Column (h4),False,Unsolvable,N/A,N/A,N/A
43,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 15, 8, 13, 14, 12, 11]",Misplaced Tiles (h1),True,6,8,14,0.0
43,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 15, 8, 13, 14, 12, 11]",Manhattan Distance (h2),True,6,7,12,0.0
43,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 15, 8, 13, 14, 12, 11]",Euclidean Distance (h3),True,6,7,12,0.0
43,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 15, 8, 13, 14, 12, 11]",Out of Row and Column (h4),True,6,7,12,0.0
44,"[1, 2, 3, 4, 9, 5, 6, 8, 13, 10, 7, 11, 14, 0, 15, 12]",Misplaced Tiles (h1),True,8,9,18,0.0
